Ref= Margutti GRB catalogue
Spec Model= Absorbed power-law with NH_Galaxy=0.09d22 and NH_intrinsic=0.6d22 .  Time variable Photon Index
Comments= this LC is available in any energy band contained in the 0.3-10 keV range. This SN is linked to GRB060218. 
The obs extends up to      85.5625000       72.6898575   Swift-XRT     4.3419190768820278e+02   1.6518451645582132e+02: this last
bin has to be calculated manually with Ximage

time(days)       	ertime	  instrument		flux(1d-15 erg/s/cm2)		erflux 
      0.0136509        0.0000012   Swift-XRT     8.7850606789174881e+06   2.8124083062408543e+06
      0.0136533        0.0000012   Swift-XRT     1.0731267430230672e+07   3.1937936739723226e+06
      0.0136556        0.0000012   Swift-XRT     8.7751912403177805e+06   2.8089317538615433e+06
      0.0136579        0.0000012   Swift-XRT     1.0719210408183243e+07   3.1898177432765351e+06
      0.0136602        0.0000012   Swift-XRT     1.0226217206366071e+07   3.0942346462836666e+06
      0.0136625        0.0000012   Swift-XRT     9.2470875401318148e+06   2.9013511593234395e+06
      0.0136654        0.0000017   Swift-XRT     9.1870742124910969e+06   2.8857725098418994e+06
      0.0136689        0.0000017   Swift-XRT     8.5583247155796010e+06   2.7372588640162121e+06
      0.0136724        0.0000017   Swift-XRT     8.5510842851022054e+06   2.7347095699070678e+06
      0.0136753        0.0000012   Swift-XRT     9.2184446742749047e+06   2.8914415306502404e+06
      0.0136776        0.0000012   Swift-XRT     1.0667963401544966e+07   3.1729192606633203e+06
      0.0136799        0.0000012   Swift-XRT     1.1631201779493948e+07   3.3536258214894584e+06
      0.0136822        0.0000012   Swift-XRT     8.7184668373652119e+06   2.7889504039535495e+06
      0.0136851        0.0000017   Swift-XRT     7.9596542690296695e+06   2.4866197989581451e+06
      0.0136886        0.0000017   Swift-XRT     7.4152879392386237e+06   2.1700967689497471e+06
      0.0136920        0.0000017   Swift-XRT     8.6975040503034499e+06   2.4053798952650139e+06
      0.0136949        0.0000012   Swift-XRT     8.6913383157138918e+06   2.7793940482467860e+06
      0.0136972        0.0000012   Swift-XRT     8.6864053727708776e+06   2.7776563271686425e+06
      0.0136996        0.0000012   Swift-XRT     1.3143677257687613e+07   4.2699612734509166e+06
      0.0137019        0.0000012   Swift-XRT     1.1568713986775946e+07   3.3335887383856284e+06
      0.0137042        0.0000012   Swift-XRT     8.1898505754907085e+06   2.6743829373288006e+06
      0.0137065        0.0000012   Swift-XRT     8.6666727128203996e+06   2.7707058869452793e+06
      0.0137088        0.0000012   Swift-XRT     1.1710189262714719e+07   3.9651233407766991e+06
      0.0137117        0.0000017   Swift-XRT     9.1901313226117045e+06   2.6869004798868443e+06
      0.0137146        0.0000012   Swift-XRT     1.2694505890920026e+07   4.0555452329726899e+06
      0.0137169        0.0000012   Swift-XRT     9.6049674880305231e+06   2.9536959544884665e+06
      0.0137192        0.0000012   Swift-XRT     8.1595663559141932e+06   2.6635087468918073e+06
      0.0137216        0.0000012   Swift-XRT     9.1143084191003256e+06   2.8554139053227343e+06
      0.0137244        0.0000017   Swift-XRT     8.9480147735798694e+06   2.4413076005203035e+06
      0.0137273        0.0000012   Swift-XRT     7.6642470148158278e+06   2.5585302765307459e+06
      0.0137308        0.0000023   Swift-XRT     5.2646460524385925e+06   1.5635963634963445e+06
      0.0137343        0.0000012   Swift-XRT     1.3031652201789256e+07   4.2299270752721438e+06
      0.0137366        0.0000012   Swift-XRT     1.0036304232130531e+07   3.0306575027339021e+06
      0.0137395        0.0000017   Swift-XRT     7.4855064369216952e+06   2.4855584257466034e+06
      0.0137424        0.0000012   Swift-XRT     7.6462631781737395e+06   2.5526043501145067e+06
      0.0137447        0.0000012   Swift-XRT     1.0037711106747337e+07   3.0324933675274220e+06
      0.0137476        0.0000017   Swift-XRT     1.4450701968371503e+07   4.0728482808560780e+06
      0.0137505        0.0000012   Swift-XRT     1.0042684017719239e+07   3.0353843882835461e+06
      0.0137528        0.0000012   Swift-XRT     9.0880387659808546e+06   2.8491129455687767e+06
      0.0137551        0.0000012   Swift-XRT     1.1642162789371468e+07   3.9440131160972668e+06
      0.0137574        0.0000012   Swift-XRT     8.1346254177105939e+06   2.6578412803957006e+06
      0.0137603        0.0000017   Swift-XRT     7.6580111141311126e+06   2.2084885031858901e+06
      0.0137632        0.0000012   Swift-XRT     9.5748848849552814e+06   2.9484996666440107e+06
      0.0137655        0.0000012   Swift-XRT     1.1013296052908571e+07   3.2258353765968191e+06
      0.0137678        0.0000012   Swift-XRT     1.0057608079705460e+07   3.0440587828195472e+06
      0.0137702        0.0000012   Swift-XRT     1.0538625083711393e+07   3.1373512676680093e+06
      0.0137731        0.0000017   Swift-XRT     9.1572935900785513e+06   2.6829392041349816e+06
      0.0137765        0.0000017   Swift-XRT     1.1477167660700615e+07   3.4210330124295750e+06
      0.0137800        0.0000017   Swift-XRT     7.3512778087092554e+06   2.1557469143118621e+06
      0.0137835        0.0000017   Swift-XRT     1.0524827231961353e+07   3.2802274230192550e+06
      0.0137864        0.0000012   Swift-XRT     9.4343342027514149e+06   3.2793852078327741e+06
      0.0137893        0.0000017   Swift-XRT     9.4632524039184302e+06   2.7853952477840944e+06
      0.0137927        0.0000017   Swift-XRT     9.3862615457851458e+06   2.9059590289648436e+06
      0.0137962        0.0000017   Swift-XRT     6.0811946589467423e+06   1.9127408545926982e+06
      0.0137991        0.0000012   Swift-XRT     9.1240428545802385e+06   2.8704443266747147e+06
      0.0138014        0.0000012   Swift-XRT     8.6455349546099566e+06   2.7747291131419158e+06
      0.0138037        0.0000012   Swift-XRT     7.6864372644536151e+06   2.5772328715589764e+06
      0.0138066        0.0000017   Swift-XRT     7.3679853329622345e+06   2.1652961645912682e+06
      0.0138101        0.0000017   Swift-XRT     8.8658245189776607e+06   2.6451085766154844e+06
      0.0138136        0.0000017   Swift-XRT     9.4295833363844380e+06   2.8768996074290951e+06
      0.0138165        0.0000012   Swift-XRT     9.1375440547380988e+06   2.8784432615225338e+06
      0.0138188        0.0000012   Swift-XRT     7.6962898276633490e+06   2.5832729289021469e+06
      0.0138211        0.0000012   Swift-XRT     7.6978068364041969e+06   2.5842030737521779e+06
      0.0138234        0.0000012   Swift-XRT     8.6617379935205448e+06   2.7844306860203003e+06
      0.0138263        0.0000017   Swift-XRT     9.7606873694644477e+06   2.9350877284173290e+06
      0.0138298        0.0000017   Swift-XRT     6.0985976269023465e+06   1.9230512737777871e+06
      0.0138327        0.0000012   Swift-XRT     8.1869737655892996e+06   2.6895428106854521e+06
      0.0138356        0.0000017   Swift-XRT     9.4739318612369057e+06   2.8474311797310747e+06
      0.0138385        0.0000012   Swift-XRT     8.1910007665442200e+06   2.6919813045367389e+06
      0.0138408        0.0000012   Swift-XRT     8.6745295391210672e+06   2.7920892264887695e+06
      0.0138431        0.0000012   Swift-XRT     9.6402610338941477e+06   2.9868523210296868e+06
      0.0138454        0.0000012   Swift-XRT     1.1692009138641879e+07   4.0605407924942933e+06
      0.0138477        0.0000012   Swift-XRT     8.1974427246223055e+06   2.6958819621114568e+06
      0.0138500        0.0000012   Swift-XRT     1.2218995593116231e+07   4.0827368152918094e+06
      0.0138523        0.0000012   Swift-XRT     1.1577411029861649e+07   3.3640006336099757e+06
      0.0138547        0.0000012   Swift-XRT     8.2022753034038935e+06   2.6988082879597638e+06
      0.0138575        0.0000017   Swift-XRT     8.6849683000878021e+06   2.4225639272401622e+06
      0.0138604        0.0000012   Swift-XRT     9.1660572465457320e+06   2.8949462826943770e+06
      0.0138628        0.0000012   Swift-XRT     1.0129658001289953e+07   3.0852866927943975e+06
      0.0138651        0.0000012   Swift-XRT     1.4510447066129472e+07   4.6428572098022867e+06
      0.0138674        0.0000012   Swift-XRT     1.0127163996287435e+07   3.0833933184482018e+06
      0.0138697        0.0000012   Swift-XRT     7.7149842070411975e+06   2.5937298975264863e+06
      0.0138720        0.0000012   Swift-XRT     9.1604164254022166e+06   2.8906019799990188e+06
      0.0138743        0.0000012   Swift-XRT     1.0605491596038518e+07   3.1740392536505624e+06
      0.0138772        0.0000017   Swift-XRT     7.5516322084467895e+06   2.5244633050647280e+06
      0.0138801        0.0000012   Swift-XRT     1.0120308147065770e+07   3.0781897031317838e+06
      0.0138824        0.0000012   Swift-XRT     9.1553413739120513e+06   2.8866931067739185e+06
      0.0138853        0.0000017   Swift-XRT     5.7814291132274317e+06   1.8588333094982088e+06
      0.0138882        0.0000012   Swift-XRT     8.1890982883692225e+06   2.6883273385180924e+06
      0.0138905        0.0000012   Swift-XRT     1.1559651902359746e+07   3.3501450502626537e+06
      0.0138928        0.0000012   Swift-XRT     9.1502645460650455e+06   2.8827829012811887e+06
      0.0138952        0.0000012   Swift-XRT     1.0112204407164427e+07   3.0720386234861505e+06
      0.0138975        0.0000012   Swift-XRT     1.0110957404663168e+07   3.0710927134691700e+06
      0.0139004        0.0000017   Swift-XRT     9.4946068784906846e+06   2.7993498630252131e+06
      0.0139033        0.0000012   Swift-XRT     1.0107839898410020e+07   3.0687270502482988e+06
      0.0139062        0.0000017   Swift-XRT     6.7375207635222971e+06   2.0450294790919085e+06
      0.0139091        0.0000012   Swift-XRT     7.6988362351926295e+06   2.5809603343418529e+06
      0.0139114        0.0000012   Swift-XRT     1.1707998126553319e+07   3.9785295058436529e+06
      0.0139137        0.0000012   Swift-XRT     1.1064345883937676e+07   3.2489593237983170e+06
      0.0139160        0.0000012   Swift-XRT     1.2106139202217035e+07   4.1746095469363807e+06
      0.0139183        0.0000012   Swift-XRT     1.3066523862903522e+07   4.3279091421766225e+06
      0.0139206        0.0000012   Swift-XRT     1.3585767177914931e+07   4.3465582244550660e+06
      0.0139229        0.0000012   Swift-XRT     8.6547791156021953e+06   2.7747666386801484e+06
      0.0139253        0.0000012   Swift-XRT     9.1344718455843572e+06   2.8706197419126052e+06
      0.0139276        0.0000012   Swift-XRT     7.6912360924552549e+06   2.5749504750649519e+06
      0.0139299        0.0000012   Swift-XRT     7.6902866297245957e+06   2.5741999643003051e+06
      0.0139328        0.0000017   Swift-XRT     9.7985921598819904e+06   2.8398696727549573e+06
      0.0139357        0.0000012   Swift-XRT     1.1051374038117955e+07   3.2392399873515386e+06
      0.0139380        0.0000012   Swift-XRT     9.6087022782853637e+06   2.9608586693541380e+06
      0.0139403        0.0000012   Swift-XRT     7.6860118269905793e+06   2.5708197792795314e+06
      0.0139426        0.0000012   Swift-XRT     1.1047276871067878e+07   3.2361704427330550e+06
      0.0139449        0.0000012   Swift-XRT     8.6446254599081837e+06   2.7668831670268900e+06
      0.0139472        0.0000012   Swift-XRT     8.6435569812692832e+06   2.7660531642936799e+06
      0.0139496        0.0000012   Swift-XRT     1.1684159417768568e+07   3.9595677847614749e+06
      0.0139519        0.0000012   Swift-XRT     1.1722621096055262e+07   3.8961913695345628e+06
      0.0139548        0.0000017   Swift-XRT     8.4804794298065640e+06   2.6611655101760332e+06
      0.0139577        0.0000012   Swift-XRT     1.0078541556879371e+07   3.0464897271542666e+06
      0.0139606        0.0000017   Swift-XRT     7.8912334444680708e+06   2.4638362461359971e+06
      0.0139634        0.0000012   Swift-XRT     8.6360776307969894e+06   2.7602453656072612e+06
      0.0139658        0.0000012   Swift-XRT     1.0074176159946546e+07   3.0431763775595753e+06
      0.0139681        0.0000012   Swift-XRT     1.0793019811217163e+07   3.6618761356521645e+06
      0.0139704        0.0000012   Swift-XRT     8.1532665063832607e+06   2.6602611225001737e+06
      0.0139727        0.0000012   Swift-XRT     1.1509071029536244e+07   3.3124667453421350e+06
      0.0139750        0.0000012   Swift-XRT     9.1069942698140945e+06   2.8518671868482670e+06
      0.0139773        0.0000012   Swift-XRT     1.0739760192279845e+07   3.7227951832363713e+06
      0.0139797        0.0000012   Swift-XRT     9.5763414975635894e+06   2.9443341098556174e+06
      0.0139820        0.0000012   Swift-XRT     1.0528498961548394e+07   3.1281377488312498e+06
      0.0139843        0.0000012   Swift-XRT     1.0044699294553537e+07   3.0353790592130278e+06
      0.0139872        0.0000017   Swift-XRT     8.7108897872667499e+06   2.7823912063240637e+06
      0.0139901        0.0000012   Swift-XRT     1.0509321413110228e+07   3.1245943610258563e+06
      0.0139924        0.0000012   Swift-XRT     1.3926532815844437e+07   4.4365475737606622e+06
      0.0139947        0.0000012   Swift-XRT     1.1452753412299898e+07   3.3024867285291743e+06
      0.0139982        0.0000023   Swift-XRT     5.2450679355331426e+06   1.5605248204764165e+06
      0.0140016        0.0000012   Swift-XRT     8.0996640505759381e+06   2.6481501436137478e+06
      0.0140040        0.0000012   Swift-XRT     9.0478362579915468e+06   2.8399778084775559e+06
      0.0140063        0.0000012   Swift-XRT     1.0946907380571246e+07   3.2079099376858263e+06
      0.0140086        0.0000012   Swift-XRT     8.5626625789814163e+06   2.7425315352047617e+06
      0.0140109        0.0000012   Swift-XRT     1.1886360340440659e+07   3.3834108847941021e+06
      0.0140132        0.0000012   Swift-XRT     1.0454519916436311e+07   3.1144693490858795e+06
      0.0140161        0.0000017   Swift-XRT     6.6485155159057276e+06   2.0144859114168410e+06
      0.0140196        0.0000017   Swift-XRT     8.6736333670955896e+06   2.7298827642852073e+06
      0.0140231        0.0000017   Swift-XRT     8.2981541638105223e+06   2.7552429227029048e+06
      0.0140259        0.0000012   Swift-XRT     7.5813639810462510e+06   2.5400064274094799e+06
      0.0140283        0.0000012   Swift-XRT     1.2866737897354595e+07   4.2627288365792986e+06
      0.0140306        0.0000012   Swift-XRT     7.5733934679078627e+06   2.5382407287111161e+06
      0.0140329        0.0000012   Swift-XRT     9.9348511639618650e+06   3.0145319573904313e+06
      0.0140352        0.0000012   Swift-XRT     1.0875290890055565e+07   3.1950133649871754e+06
      0.0140375        0.0000012   Swift-XRT     8.9792058233228996e+06   2.8261846196642178e+06
      0.0140404        0.0000017   Swift-XRT     1.0076051104590533e+07   3.1547306988954912e+06
      0.0140433        0.0000012   Swift-XRT     8.4954052681496236e+06   2.7285915749075683e+06
      0.0140456        0.0000012   Swift-XRT     8.4909217434869781e+06   2.7276620961913522e+06
      0.0140485        0.0000017   Swift-XRT     7.5425043988275314e+06   2.1853776566160829e+06
      0.0140514        0.0000012   Swift-XRT     1.0835191410762945e+07   3.1877922523904089e+06
      0.0140537        0.0000012   Swift-XRT     9.8877697141119819e+06   3.0055966604436431e+06
      0.0140560        0.0000012   Swift-XRT     8.4707494352187496e+06   2.7234809962806138e+06
      0.0140589        0.0000017   Swift-XRT     9.7460750581035428e+06   3.0632891778736846e+06
      0.0140618        0.0000012   Swift-XRT     7.5195902837776877e+06   2.5263195979619012e+06
      0.0140641        0.0000012   Swift-XRT     1.0608441236570342e+07   3.5435634426761451e+06
